Protein Group,Protein ID,Accession,Significance,Coverage (%),#Peptides,#Unique,PTM,S1_0 Area,S1_075 Area,S1_150 Area,S1_225 Area,S1_3 Area,S1_375 Area,S1_450 Area,S1_525 Area,S1_6 Area,S1_620 Area,S1_0 Area (top-3 peptides),S1_075 Area (top-3 peptides),S1_150 Area (top-3 peptides),S1_225 Area (top-3 peptides),S1_3 Area (top-3 peptides),S1_375 Area (top-3 peptides),S1_450 Area (top-3 peptides),S1_525 Area (top-3 peptides),S1_6 Area (top-3 peptides),S1_620 Area (top-3 peptides),Sample Profile (Ratio),0 Area,075 Area,150 Area,225 Area,3 Area,375 Area,450 Area,525 Area,6 Area,620 Area,0 Area (top-3 peptides),075 Area (top-3 peptides),150 Area (top-3 peptides),225 Area (top-3 peptides),3 Area (top-3 peptides),375 Area (top-3 peptides),450 Area (top-3 peptides),525 Area (top-3 peptides),6 Area (top-3 peptides),620 Area (top-3 peptides),Group Profile (Ratio),Avg. Mass,Description
88,104,P01782|HV309_HUMAN,9.33,32,3,1,Carbamidomethylation,1.3905E3,2.1485E3,2.2416E3,1.0564E3,2.9405E3,2.1517E3,9.03E2,6.6776E2,7.6078E2,4.0271E2,1.3905E3,2.1485E3,2.2416E3,1.0564E3,2.9405E3,2.1517E3,9.03E2,6.6776E2,7.6078E2,4.0271E2,1.00:1.55:1.61:0.76:2.11:1.55:0.65:0.48:0.55:0.29,1.3905E3,2.1485E3,2.2416E3,1.0564E3,2.9405E3,2.1517E3,9.03E2,6.6776E2,7.6078E2,4.0271E2,1.3905E3,2.1485E3,2.2416E3,1.0564E3,2.9405E3,2.1517E3,9.03E2,6.6776E2,7.6078E2,4.0271E2,1.00:1.55:1.61:0.76:2.11:1.55:0.65:0.48:0.55:0.29,12945,Immunoglobulin heavy variable 3-9 OS=Homo sapiens OX=9606 GN=IGHV3-9 PE=1 SV=2
187,357,Q96NW7|LRRC7_HUMAN,9.28,1,1,1,,3.2984E2,2.4755E2,2.6208E2,6.9046E2,1.108E3,1.3681E3,1.136E3,1.0911E3,5.178E2,4.7239E2,3.2984E2,2.4755E2,2.6208E2,6.9046E2,1.108E3,1.3681E3,1.136E3,1.0911E3,5.178E2,4.7239E2,1.00:0.75:0.79:2.09:3.36:4.15:3.44:3.31:1.57:1.43,3.2984E2,2.4755E2,2.6208E2,6.9046E2,1.108E3,1.3681E3,1.136E3,1.0911E3,5.178E2,4.7239E2,3.2984E2,2.4755E2,2.6208E2,6.9046E2,1.108E3,1.3681E3,1.136E3,1.0911E3,5.178E2,4.7239E2,1.00:0.75:0.79:2.09:3.36:4.15:3.44:3.31:1.57:1.43,172580,Leucine-rich repeat-containing protein 7 OS=Homo sapiens OX=9606 GN=LRRC7 PE=1 SV=1
130,243,Q66K66|TM198_HUMAN,8.71,2,1,1,,9.1067E3,9.995E3,0,6.7135E3,1.3331E4,1.4812E4,7.5384E3,1.8255E4,1.3361E4,1.4989E4,9.1067E3,9.995E3,0,6.7135E3,1.3331E4,1.4812E4,7.5384E3,1.8255E4,1.3361E4,1.4989E4,1.00:1.10:0:0.74:1.46:1.63:0.83:2.00:1.47:1.65,9.1067E3,9.995E3,0,6.7135E3,1.3331E4,1.4812E4,7.5384E3,1.8255E4,1.3361E4,1.4989E4,9.1067E3,9.995E3,0,6.7135E3,1.3331E4,1.4812E4,7.5384E3,1.8255E4,1.3361E4,1.4989E4,1.00:1.10:0:0.74:1.46:1.63:0.83:2.00:1.47:1.65,39475,Transmembrane protein 198 OS=Homo sapiens OX=9606 GN=TMEM198 PE=1 SV=1
26,19,P00450|CERU_HUMAN,8.64,30,23,23,Carbamidomethylation; Iodination; Di-Iodination,1.7006E5,2.3191E5,1.5304E5,1.6219E5,1.7703E5,1.653E5,1.5876E5,1.6255E5,1.5403E5,1.7431E5,5.4112E4,7.1942E4,5.0858E4,5.3029E4,5.5093E4,5.1624E4,5.0327E4,5.423E4,5.4314E4,5.6032E4,1.00:1.33:0.94:0.98:1.02:0.95:0.93:1.00:1.00:1.04,1.7006E5,2.3191E5,1.5304E5,1.6219E5,1.7703E5,1.653E5,1.5876E5,1.6255E5,1.5403E5,1.7431E5,5.4112E4,7.1942E4,5.0858E4,5.3029E4,5.5093E4,5.1624E4,5.0327E4,5.423E4,5.4314E4,5.6032E4,1.00:1.33:0.94:0.98:1.02:0.95:0.93:1.00:1.00:1.04,122205,Ceruloplasmin OS=Homo sapiens OX=9606 GN=CP PE=1 SV=1
109,196,P02671|FIBA_HUMAN,7.76,2,2,2,,3.426E3,6.6242E3,5.3794E3,5.9165E3,4.0044E3,4.2943E3,4.8207E3,3.1479E3,4.1539E3,3.2988E3,2.458E3,5.0532E3,3.8891E3,4.3668E3,2.7868E3,2.876E3,3.0921E3,2.0858E3,2.8361E3,2.4435E3,1.00:2.06:1.58:1.78:1.13:1.17:1.26:0.85:1.15:0.99,3.426E3,6.6242E3,5.3794E3,5.9165E3,4.0044E3,4.2943E3,4.8207E3,3.1479E3,4.1539E3,3.2988E3,2.458E3,5.0532E3,3.8891E3,4.3668E3,2.7868E3,2.876E3,3.0921E3,2.0858E3,2.8361E3,2.4435E3,1.00:2.06:1.58:1.78:1.13:1.17:1.26:0.85:1.15:0.99,94973,Fibrinogen alpha chain OS=Homo sapiens OX=9606 GN=FGA PE=1 SV=2
54,49,P02760|AMBP_HUMAN,7.75,27,7,7,Carbamidomethylation,3.5437E4,4.6004E4,3.2607E4,3.9485E4,4.298E4,4.7321E4,4.8507E4,5.095E4,4.6141E4,4.8061E4,2.4287E4,3.0722E4,1.9867E4,2.5048E4,2.6874E4,2.8887E4,2.96E4,3.1726E4,2.813E4,3.0776E4,1.00:1.26:0.82:1.03:1.11:1.19:1.22:1.31:1.16:1.27,3.5437E4,4.6004E4,3.2607E4,3.9485E4,4.298E4,4.7321E4,4.8507E4,5.095E4,4.6141E4,4.8061E4,2.4287E4,3.0722E4,1.9867E4,2.5048E4,2.6874E4,2.8887E4,2.96E4,3.1726E4,2.813E4,3.0776E4,1.00:1.26:0.82:1.03:1.11:1.19:1.22:1.31:1.16:1.27,39000,Protein AMBP OS=Homo sapiens OX=9606 GN=AMBP PE=1 SV=1
69,85,P06310|KV230_HUMAN,7.71,37,3,2,Carbamidomethylation,1.1765E4,1.8987E4,1.3527E4,1.6163E4,1.6626E4,1.7731E4,1.7712E4,1.6733E4,1.5841E4,1.872E4,1.1765E4,1.8987E4,1.3527E4,1.6163E4,1.6626E4,1.7731E4,1.7712E4,1.6733E4,1.5841E4,1.872E4,1.00:1.61:1.15:1.37:1.41:1.51:1.51:1.42:1.35:1.59,1.1765E4,1.8987E4,1.3527E4,1.6163E4,1.6626E4,1.7731E4,1.7712E4,1.6733E4,1.5841E4,1.872E4,1.1765E4,1.8987E4,1.3527E4,1.6163E4,1.6626E4,1.7731E4,1.7712E4,1.6733E4,1.5841E4,1.872E4,1.00:1.61:1.15:1.37:1.41:1.51:1.51:1.42:1.35:1.59,13185,Immunoglobulin kappa variable 2-30 OS=Homo sapiens OX=9606 GN=IGKV2-30 PE=3 SV=2
69,86,A0A075B6S6|KVD30_HUMAN,7.71,37,3,2,Carbamidomethylation,1.1765E4,1.8987E4,1.3527E4,1.6163E4,1.6626E4,1.7731E4,1.7712E4,1.6733E4,1.5841E4,1.872E4,1.1765E4,1.8987E4,1.3527E4,1.6163E4,1.6626E4,1.7731E4,1.7712E4,1.6733E4,1.5841E4,1.872E4,1.00:1.61:1.15:1.37:1.41:1.51:1.51:1.42:1.35:1.59,1.1765E4,1.8987E4,1.3527E4,1.6163E4,1.6626E4,1.7731E4,1.7712E4,1.6733E4,1.5841E4,1.872E4,1.1765E4,1.8987E4,1.3527E4,1.6163E4,1.6626E4,1.7731E4,1.7712E4,1.6733E4,1.5841E4,1.872E4,1.00:1.61:1.15:1.37:1.41:1.51:1.51:1.42:1.35:1.59,13215,Immunoglobulin kappa variable 2D-30 OS=Homo sapiens OX=9606 GN=IGKV2D-30 PE=3 SV=1
64,77,P01780|HV307_HUMAN,7.31,41,5,1,Carbamidomethylation; Iodination,2.7524E2,5.5051E2,7.5014E2,9.3084E2,1.3916E3,1.7664E3,1.5665E3,1.4259E3,1.1581E3,1.3573E3,2.7524E2,5.5051E2,7.5014E2,9.3084E2,1.3916E3,1.7664E3,1.5665E3,1.4259E3,1.1581E3,1.3573E3,1.00:2.00:2.73:3.38:5.06:6.42:5.69:5.18:4.21:4.93,2.7524E2,5.5051E2,7.5014E2,9.3084E2,1.3916E3,1.7664E3,1.5665E3,1.4259E3,1.1581E3,1.3573E3,2.7524E2,5.5051E2,7.5014E2,9.3084E2,1.3916E3,1.7664E3,1.5665E3,1.4259E3,1.1581E3,1.3573E3,1.00:2.00:2.73:3.38:5.06:6.42:5.69:5.18:4.21:4.93,12943,Immunoglobulin heavy variable 3-7 OS=Homo sapiens OX=9606 GN=IGHV3-7 PE=1 SV=2
183,326,Q92963|RIT1_HUMAN,7.17,8,1,1,Carbamidomethylation,2.5654E3,1.5226E4,8.0487E3,1.2533E4,9.8123E3,1.034E4,9.7381E3,8.4393E3,4.9855E3,7.6997E3,2.5654E3,1.5226E4,8.0487E3,1.2533E4,9.8123E3,1.034E4,9.7381E3,8.4393E3,4.9855E3,7.6997E3,1.00:5.94:3.14:4.89:3.82:4.03:3.80:3.29:1.94:3.00,2.5654E3,1.5226E4,8.0487E3,1.2533E4,9.8123E3,1.034E4,9.7381E3,8.4393E3,4.9855E3,7.6997E3,2.5654E3,1.5226E4,8.0487E3,1.2533E4,9.8123E3,1.034E4,9.7381E3,8.4393E3,4.9855E3,7.6997E3,1.00:5.94:3.14:4.89:3.82:4.03:3.80:3.29:1.94:3.00,25145,GTP-binding protein Rit1 OS=Homo sapiens OX=9606 GN=RIT1 PE=1 SV=1
102,68,P05546|HEP2_HUMAN,6.94,6,4,4,,1.4999E4,1.9066E4,1.7474E4,1.7105E4,1.4356E4,1.5788E4,1.4612E4,1.5367E4,1.1755E4,1.4956E4,1.4999E4,1.9066E4,1.579E4,1.5268E4,1.4356E4,1.2755E4,1.2239E4,1.2648E4,1.1755E4,1.2209E4,1.00:1.27:1.05:1.02:0.96:0.85:0.82:0.84:0.78:0.81,1.4999E4,1.9066E4,1.7474E4,1.7105E4,1.4356E4,1.5788E4,1.4612E4,1.5367E4,1.1755E4,1.4956E4,1.4999E4,1.9066E4,1.579E4,1.5268E4,1.4356E4,1.2755E4,1.2239E4,1.2648E4,1.1755E4,1.2209E4,1.00:1.27:1.05:1.02:0.96:0.85:0.82:0.84:0.78:0.81,57071,Heparin cofactor 2 OS=Homo sapiens OX=9606 GN=SERPIND1 PE=1 SV=3
34,54,P0DOY3|IGLC3_HUMAN,6.75,93,9,2,Carbamidomethylation; Iodination; Di-Iodination,7.4858E4,8.0041E4,4.5171E4,8.0896E4,9.8989E4,8.7391E4,9.0827E4,8.793E4,8.6967E4,7.8519E4,7.4858E4,7.8618E4,4.1281E4,7.651E4,9.8989E4,8.7391E4,8.9587E4,8.793E4,8.645E4,7.8323E4,1.00:1.05:0.55:1.02:1.32:1.17:1.20:1.17:1.15:1.05,7.4858E4,8.0041E4,4.5171E4,8.0896E4,9.8989E4,8.7391E4,9.0827E4,8.793E4,8.6967E4,7.8519E4,7.4858E4,7.8618E4,4.1281E4,7.651E4,9.8989E4,8.7391E4,8.9587E4,8.793E4,8.645E4,7.8323E4,1.00:1.05:0.55:1.02:1.32:1.17:1.20:1.17:1.15:1.05,11266,Immunoglobulin lambda constant 3 OS=Homo sapiens OX=9606 GN=IGLC3 PE=1 SV=1
34,55,P0DOY2|IGLC2_HUMAN,6.75,93,9,2,Carbamidomethylation; Iodination; Di-Iodination,7.4858E4,8.0041E4,4.5171E4,8.0896E4,9.8989E4,8.7391E4,9.0827E4,8.793E4,8.6967E4,7.8519E4,7.4858E4,7.8618E4,4.1281E4,7.651E4,9.8989E4,8.7391E4,8.9587E4,8.793E4,8.645E4,7.8323E4,1.00:1.05:0.55:1.02:1.32:1.17:1.20:1.17:1.15:1.05,7.4858E4,8.0041E4,4.5171E4,8.0896E4,9.8989E4,8.7391E4,9.0827E4,8.793E4,8.6967E4,7.8519E4,7.4858E4,7.8618E4,4.1281E4,7.651E4,9.8989E4,8.7391E4,8.9587E4,8.793E4,8.645E4,7.8323E4,1.00:1.05:0.55:1.02:1.32:1.17:1.20:1.17:1.15:1.05,11294,Immunoglobulin lambda constant 2 OS=Homo sapiens OX=9606 GN=IGLC2 PE=1 SV=1
161,267,A2RRP1|NBAS_HUMAN,6.52,1,1,1,,3.5425E2,1.298E3,6.1171E2,9.1013E2,1.8273E3,1.4761E3,1.3389E3,1.9392E3,1.0503E3,1.338E3,3.5425E2,1.298E3,6.1171E2,9.1013E2,1.8273E3,1.4761E3,1.3389E3,1.9392E3,1.0503E3,1.338E3,1.00:3.66:1.73:2.57:5.16:4.17:3.78:5.47:2.96:3.78,3.5425E2,1.298E3,6.1171E2,9.1013E2,1.8273E3,1.4761E3,1.3389E3,1.9392E3,1.0503E3,1.338E3,3.5425E2,1.298E3,6.1171E2,9.1013E2,1.8273E3,1.4761E3,1.3389E3,1.9392E3,1.0503E3,1.338E3,1.00:3.66:1.73:2.57:5.16:4.17:3.78:5.47:2.96:3.78,268569,Neuroblastoma-amplified sequence OS=Homo sapiens OX=9606 GN=NBAS PE=1 SV=2
182,453,Q86V85|GP180_HUMAN,6.51,2,1,1,Oxidation (M),1.2585E3,1.7389E3,1.2559E3,1.2928E3,1.9424E3,2.4342E3,9.0471E2,2.9538E3,2.6956E3,2.4749E3,1.2585E3,1.7389E3,1.2559E3,1.2928E3,1.9424E3,2.4342E3,9.0471E2,2.9538E3,2.6956E3,2.4749E3,1.00:1.38:1.00:1.03:1.54:1.93:0.72:2.35:2.14:1.97,1.2585E3,1.7389E3,1.2559E3,1.2928E3,1.9424E3,2.4342E3,9.0471E2,2.9538E3,2.6956E3,2.4749E3,1.2585E3,1.7389E3,1.2559E3,1.2928E3,1.9424E3,2.4342E3,9.0471E2,2.9538E3,2.6956E3,2.4749E3,1.00:1.38:1.00:1.03:1.54:1.93:0.72:2.35:2.14:1.97,49395,Integral membrane protein GPR180 OS=Homo sapiens OX=9606 GN=GPR180 PE=2 SV=1
114,110,P00736|C1R_HUMAN,6.51,3,2,2,Carbamidomethylation,2.2512E3,2.4452E3,1.812E3,1.9642E3,3.3705E3,3.9216E3,3.6958E3,3.8423E3,3.4816E3,3.2811E3,2.2512E3,2.4452E3,1.812E3,1.9642E3,3.3705E3,3.9216E3,3.6958E3,3.8423E3,3.4816E3,3.2811E3,1.00:1.09:0.80:0.87:1.50:1.74:1.64:1.71:1.55:1.46,2.2512E3,2.4452E3,1.812E3,1.9642E3,3.3705E3,3.9216E3,3.6958E3,3.8423E3,3.4816E3,3.2811E3,2.2512E3,2.4452E3,1.812E3,1.9642E3,3.3705E3,3.9216E3,3.6958E3,3.8423E3,3.4816E3,3.2811E3,1.00:1.09:0.80:0.87:1.50:1.74:1.64:1.71:1.55:1.46,80119,Complement C1r subcomponent OS=Homo sapiens OX=9606 GN=C1R PE=1 SV=2
85,139,A0A0C4DH31|HV118_HUMAN,6.49,20,3,1,Carbamidomethylation; Pyro-glu from Q,1.9103E3,2.4579E3,1.9826E3,2.0938E3,2.8962E3,1.6323E3,1.1406E3,1.0508E3,5.9135E2,5.3541E2,1.9103E3,2.4579E3,1.9826E3,2.0938E3,2.8962E3,1.6323E3,1.1406E3,1.0508E3,5.9135E2,5.3541E2,1.00:1.29:1.04:1.10:1.52:0.85:0.60:0.55:0.31:0.28,1.9103E3,2.4579E3,1.9826E3,2.0938E3,2.8962E3,1.6323E3,1.1406E3,1.0508E3,5.9135E2,5.3541E2,1.9103E3,2.4579E3,1.9826E3,2.0938E3,2.8962E3,1.6323E3,1.1406E3,1.0508E3,5.9135E2,5.3541E2,1.00:1.29:1.04:1.10:1.52:0.85:0.60:0.55:0.31:0.28,12820,Immunoglobulin heavy variable 1-18 OS=Homo sapiens OX=9606 GN=IGHV1-18 PE=3 SV=1
85,140,P23083|HV102_HUMAN,6.49,20,3,1,Carbamidomethylation; Pyro-glu from Q,1.9103E3,2.4579E3,1.9826E3,2.0938E3,2.8962E3,1.6323E3,1.1406E3,1.0508E3,5.9135E2,5.3541E2,1.9103E3,2.4579E3,1.9826E3,2.0938E3,2.8962E3,1.6323E3,1.1406E3,1.0508E3,5.9135E2,5.3541E2,1.00:1.29:1.04:1.10:1.52:0.85:0.60:0.55:0.31:0.28,1.9103E3,2.4579E3,1.9826E3,2.0938E3,2.8962E3,1.6323E3,1.1406E3,1.0508E3,5.9135E2,5.3541E2,1.9103E3,2.4579E3,1.9826E3,2.0938E3,2.8962E3,1.6323E3,1.1406E3,1.0508E3,5.9135E2,5.3541E2,1.00:1.29:1.04:1.10:1.52:0.85:0.60:0.55:0.31:0.28,13085,Immunoglobulin heavy variable 1-2 OS=Homo sapiens OX=9606 GN=IGHV1-2 PE=1 SV=2
192,445,Q6ZUB1|S31E1_HUMAN,6.09,1,1,1,Oxidation (M),6.5053E3,9.7733E3,6.0174E3,4.2761E3,5.3907E3,6.6427E3,8.6482E3,1.0293E4,3.9373E3,3.637E3,6.5053E3,9.7733E3,6.0174E3,4.2761E3,5.3907E3,6.6427E3,8.6482E3,1.0293E4,3.9373E3,3.637E3,1.00:1.50:0.93:0.66:0.83:1.02:1.33:1.58:0.61:0.56,6.5053E3,9.7733E3,6.0174E3,4.2761E3,5.3907E3,6.6427E3,8.6482E3,1.0293E4,3.9373E3,3.637E3,6.5053E3,9.7733E3,6.0174E3,4.2761E3,5.3907E3,6.6427E3,8.6482E3,1.0293E4,3.9373E3,3.637E3,1.00:1.50:0.93:0.66:0.83:1.02:1.33:1.58:0.61:0.56,157135,Spermatogenesis-associated protein 31E1 OS=Homo sapiens OX=9606 GN=SPATA31E1 PE=2 SV=2
116,206,P35542|SAA4_HUMAN,6.01,6,1,1,,5.5912E3,6.5095E3,4.1361E3,5.4242E3,7.1169E3,7.335E3,7.0941E3,7.9424E3,7.6345E3,8.5224E3,5.5912E3,6.5095E3,4.1361E3,5.4242E3,7.1169E3,7.335E3,7.0941E3,7.9424E3,7.6345E3,8.5224E3,1.00:1.16:0.74:0.97:1.27:1.31:1.27:1.42:1.37:1.52,5.5912E3,6.5095E3,4.1361E3,5.4242E3,7.1169E3,7.335E3,7.0941E3,7.9424E3,7.6345E3,8.5224E3,5.5912E3,6.5095E3,4.1361E3,5.4242E3,7.1169E3,7.335E3,7.0941E3,7.9424E3,7.6345E3,8.5224E3,1.00:1.16:0.74:0.97:1.27:1.31:1.27:1.42:1.37:1.52,14747,Serum amyloid A-4 protein OS=Homo sapiens OX=9606 GN=SAA4 PE=1 SV=2
98,143,P02747|C1QC_HUMAN,6.00,9,2,2,,8.1626E3,1.2509E4,9.5308E3,1.1112E4,1.3208E4,1.4134E4,1.4665E4,1.4553E4,1.3817E4,1.5032E4,8.1626E3,1.2509E4,9.5308E3,1.1112E4,1.3208E4,1.4134E4,1.4665E4,1.4553E4,1.3817E4,1.5032E4,1.00:1.53:1.17:1.36:1.62:1.73:1.80:1.78:1.69:1.84,8.1626E3,1.2509E4,9.5308E3,1.1112E4,1.3208E4,1.4134E4,1.4665E4,1.4553E4,1.3817E4,1.5032E4,8.1626E3,1.2509E4,9.5308E3,1.1112E4,1.3208E4,1.4134E4,1.4665E4,1.4553E4,1.3817E4,1.5032E4,1.00:1.53:1.17:1.36:1.62:1.73:1.80:1.78:1.69:1.84,25774,Complement C1q subcomponent subunit C OS=Homo sapiens OX=9606 GN=C1QC PE=1 SV=3
110,154,A0A0B4J1U7|HV601_HUMAN,5.91,13,2,2,,1.3266E4,1.7369E4,1.2481E4,1.5412E4,2.1469E4,2.5702E4,2.1539E4,2.0592E4,1.7824E4,1.8745E4,1.3266E4,1.7369E4,1.2481E4,1.5412E4,2.1469E4,2.5702E4,2.1539E4,2.0592E4,1.7824E4,1.8745E4,1.00:1.31:0.94:1.16:1.62:1.94:1.62:1.55:1.34:1.41,1.3266E4,1.7369E4,1.2481E4,1.5412E4,2.1469E4,2.5702E4,2.1539E4,2.0592E4,1.7824E4,1.8745E4,1.3266E4,1.7369E4,1.2481E4,1.5412E4,2.1469E4,2.5702E4,2.1539E4,2.0592E4,1.7824E4,1.8745E4,1.00:1.31:0.94:1.16:1.62:1.94:1.62:1.55:1.34:1.41,13481,Immunoglobulin heavy variable 6-1 OS=Homo sapiens OX=9606 GN=IGHV6-1 PE=3 SV=1
52,57,P05090|APOD_HUMAN,5.74,33,9,9,Carbamidomethylation; Pyro-glu from Q,7.9874E4,1.0219E5,8.4988E4,9.4531E4,9.1213E4,9.4652E4,9.2034E4,8.9223E4,8.1427E4,9.252E4,5.2822E4,6.615E4,5.3255E4,5.8531E4,6.5254E4,6.7628E4,6.2295E4,6.3708E4,5.718E4,6.3718E4,1.00:1.25:1.01:1.11:1.24:1.28:1.18:1.21:1.08:1.21,7.9874E4,1.0219E5,8.4988E4,9.4531E4,9.1213E4,9.4652E4,9.2034E4,8.9223E4,8.1427E4,9.252E4,5.2822E4,6.615E4,5.3255E4,5.8531E4,6.5254E4,6.7628E4,6.2295E4,6.3708E4,5.718E4,6.3718E4,1.00:1.25:1.01:1.11:1.24:1.28:1.18:1.21:1.08:1.21,21276,Apolipoprotein D OS=Homo sapiens OX=9606 GN=APOD PE=1 SV=1
176,319,Q9UKU9|ANGL2_HUMAN,5.44,2,1,1,,3.3894E4,5.6038E4,4.0981E4,5.5129E4,4.4192E4,5.8618E4,1.8446E4,4.8752E4,4.8449E4,4.6961E4,3.3894E4,5.6038E4,4.0981E4,5.5129E4,4.4192E4,5.8618E4,1.8446E4,4.8752E4,4.8449E4,4.6961E4,1.00:1.65:1.21:1.63:1.30:1.73:0.54:1.44:1.43:1.39,3.3894E4,5.6038E4,4.0981E4,5.5129E4,4.4192E4,5.8618E4,1.8446E4,4.8752E4,4.8449E4,4.6961E4,3.3894E4,5.6038E4,4.0981E4,5.5129E4,4.4192E4,5.8618E4,1.8446E4,4.8752E4,4.8449E4,4.6961E4,1.00:1.65:1.21:1.63:1.30:1.73:0.54:1.44:1.43:1.39,57105,Angiopoietin-related protein 2 OS=Homo sapiens OX=9606 GN=ANGPTL2 PE=1 SV=1
134,253,A0A075B6I0|LV861_HUMAN,5.35,7,1,1,,4.0593E3,2.1632E3,3.9287E3,4.9533E3,5.7282E3,5.4582E3,4.8061E3,1.8342E3,2.2547E3,2.006E3,4.0593E3,2.1632E3,3.9287E3,4.9533E3,5.7282E3,5.4582E3,4.8061E3,1.8342E3,2.2547E3,2.006E3,1.00:0.53:0.97:1.22:1.41:1.34:1.18:0.45:0.56:0.49,4.0593E3,2.1632E3,3.9287E3,4.9533E3,5.7282E3,5.4582E3,4.8061E3,1.8342E3,2.2547E3,2.006E3,4.0593E3,2.1632E3,3.9287E3,4.9533E3,5.7282E3,5.4582E3,4.8061E3,1.8342E3,2.2547E3,2.006E3,1.00:0.53:0.97:1.22:1.41:1.34:1.18:0.45:0.56:0.49,12814,Immunoglobulin lambda variable 8-61 OS=Homo sapiens OX=9606 GN=IGLV8-61 PE=3 SV=7
36,43,P00739|HPTR_HUMAN,5.24,30,19,1,Carbamidomethylation; Iodination; Sulfonic acid on Cysteine; Di-Iodination,1.4746E4,4.8932E3,1.0825E4,7.1864E3,6.721E3,5.6248E3,4.7073E3,3.6256E3,6.2452E3,3.478E3,1.4746E4,4.8932E3,1.0825E4,7.1864E3,6.721E3,5.6248E3,4.7073E3,3.6256E3,6.2452E3,3.478E3,1.00:0.33:0.73:0.49:0.46:0.38:0.32:0.25:0.42:0.24,1.4746E4,4.8932E3,1.0825E4,7.1864E3,6.721E3,5.6248E3,4.7073E3,3.6256E3,6.2452E3,3.478E3,1.4746E4,4.8932E3,1.0825E4,7.1864E3,6.721E3,5.6248E3,4.7073E3,3.6256E3,6.2452E3,3.478E3,1.00:0.33:0.73:0.49:0.46:0.38:0.32:0.25:0.42:0.24,39030,Haptoglobin-related protein OS=Homo sapiens OX=9606 GN=HPR PE=2 SV=2
59,73,P04433|KV311_HUMAN,5.20,56,4,1,Carbamidomethylation; Iodination,7.452E3,1.2491E4,9.4665E3,8.7502E3,8.732E3,6.9772E3,5.2819E3,4.2456E3,3.5064E3,3.6782E3,7.452E3,1.2491E4,9.4665E3,8.7502E3,8.732E3,6.9772E3,5.2819E3,4.2456E3,3.5064E3,3.6782E3,1.00:1.68:1.27:1.17:1.17:0.94:0.71:0.57:0.47:0.49,7.452E3,1.2491E4,9.4665E3,8.7502E3,8.732E3,6.9772E3,5.2819E3,4.2456E3,3.5064E3,3.6782E3,7.452E3,1.2491E4,9.4665E3,8.7502E3,8.732E3,6.9772E3,5.2819E3,4.2456E3,3.5064E3,3.6782E3,1.00:1.68:1.27:1.17:1.17:0.94:0.71:0.57:0.47:0.49,12575,Immunoglobulin kappa variable 3-11 OS=Homo sapiens OX=9606 GN=IGKV3-11 PE=1 SV=1
146,294,Q5T4S7|UBR4_HUMAN,4.74,0,1,1,Carbamidomethylation,2.0739E3,1.7118E3,1.1945E3,1.7653E3,3.741E3,4.468E3,3.0777E3,2.7233E3,2.4124E3,3.4847E3,2.0739E3,1.7118E3,1.1945E3,1.7653E3,3.741E3,4.468E3,3.0777E3,2.7233E3,2.4124E3,3.4847E3,1.00:0.83:0.58:0.85:1.80:2.15:1.48:1.31:1.16:1.68,2.0739E3,1.7118E3,1.1945E3,1.7653E3,3.741E3,4.468E3,3.0777E3,2.7233E3,2.4124E3,3.4847E3,2.0739E3,1.7118E3,1.1945E3,1.7653E3,3.741E3,4.468E3,3.0777E3,2.7233E3,2.4124E3,3.4847E3,1.00:0.83:0.58:0.85:1.80:2.15:1.48:1.31:1.16:1.68,573849,E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens OX=9606 GN=UBR4 PE=1 SV=1
153,214,Q63HN8|RN213_HUMAN,4.52,0,1,1,,1.0132E4,4.1784E3,8.1308E3,5.3212E3,5.4218E3,4.3644E3,3.6984E3,3.0272E3,5.6811E3,2.8417E3,1.0132E4,4.1784E3,8.1308E3,5.3212E3,5.4218E3,4.3644E3,3.6984E3,3.0272E3,5.6811E3,2.8417E3,1.00:0.41:0.80:0.53:0.54:0.43:0.37:0.30:0.56:0.28,1.0132E4,4.1784E3,8.1308E3,5.3212E3,5.4218E3,4.3644E3,3.6984E3,3.0272E3,5.6811E3,2.8417E3,1.0132E4,4.1784E3,8.1308E3,5.3212E3,5.4218E3,4.3644E3,3.6984E3,3.0272E3,5.6811E3,2.8417E3,1.00:0.41:0.80:0.53:0.54:0.43:0.37:0.30:0.56:0.28,591415,E3 ubiquitin-protein ligase RNF213 OS=Homo sapiens OX=9606 GN=RNF213 PE=1 SV=3
178,352,O94875|SRBS2_HUMAN,4.35,1,1,1,Oxidation (M),1.7554E3,2.0211E3,9.8284E2,1.3865E3,2.6419E3,2.6235E3,1.8249E3,3.1278E3,3.3853E3,2.8222E3,1.7554E3,2.0211E3,9.8284E2,1.3865E3,2.6419E3,2.6235E3,1.8249E3,3.1278E3,3.3853E3,2.8222E3,1.00:1.15:0.56:0.79:1.50:1.49:1.04:1.78:1.93:1.61,1.7554E3,2.0211E3,9.8284E2,1.3865E3,2.6419E3,2.6235E3,1.8249E3,3.1278E3,3.3853E3,2.8222E3,1.7554E3,2.0211E3,9.8284E2,1.3865E3,2.6419E3,2.6235E3,1.8249E3,3.1278E3,3.3853E3,2.8222E3,1.00:1.15:0.56:0.79:1.50:1.49:1.04:1.78:1.93:1.61,124107,Sorbin and SH3 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SORBS2 PE=1 SV=3
