Protein Group,Protein ID,Accession,Significance,Coverage (%),#Peptides,#Unique,PTM,s3_0 Area,s3_075 Area,s3_150 Area,s3_225 Area,s3_3 Area,s3_375 Area,s3_450 Area,s3_525 Area,s3_6 Area,s3_620 Area,s3_0 Area (top-3 peptides),s3_075 Area (top-3 peptides),s3_150 Area (top-3 peptides),s3_225 Area (top-3 peptides),s3_3 Area (top-3 peptides),s3_375 Area (top-3 peptides),s3_450 Area (top-3 peptides),s3_525 Area (top-3 peptides),s3_6 Area (top-3 peptides),s3_620 Area (top-3 peptides),Sample Profile (Ratio),0 Area,075 Area,150 Area,225 Area,3 Area,375 Area,450 Area,525 Area,6 Area,620 Area,0 Area (top-3 peptides),075 Area (top-3 peptides),150 Area (top-3 peptides),225 Area (top-3 peptides),3 Area (top-3 peptides),375 Area (top-3 peptides),450 Area (top-3 peptides),525 Area (top-3 peptides),6 Area (top-3 peptides),620 Area (top-3 peptides),Group Profile (Ratio),Avg. Mass,Description
7,4,P0C0L4|CO4A_HUMAN,6.36,39,48,48,Carbamidomethylation; Iodination; Sulfenic Acid on Cysteine,3.6784E5,3.0819E5,3.0187E5,3.521E5,3.3739E5,3.4688E5,3.0845E5,3.0821E5,3.28E5,3.3774E5,9.622E4,8.9624E4,8.9337E4,9.3519E4,9.0442E4,8.4418E4,9.4495E4,9.6137E4,9.7425E4,9.9655E4,1.00:0.93:0.93:0.97:0.94:0.88:0.98:1.00:1.01:1.04,3.6784E5,3.0819E5,3.0187E5,3.521E5,3.3739E5,3.4688E5,3.0845E5,3.0821E5,3.28E5,3.3774E5,9.622E4,8.9624E4,8.9337E4,9.3519E4,9.0442E4,8.4418E4,9.4495E4,9.6137E4,9.7425E4,9.9655E4,1.00:0.93:0.93:0.97:0.94:0.88:0.98:1.00:1.01:1.04,192784,Complement C4-A OS=Homo sapiens OX=9606 GN=C4A PE=1 SV=2
164,194,P35670|ATP7B_HUMAN,6.06,2,2,2,,7.8027E4,1.005E5,8.8747E4,8.0573E4,7.6746E4,5.5734E4,6.0812E4,5.9654E4,5.8823E4,5.6537E4,7.8027E4,1.005E5,8.8747E4,8.0573E4,7.6746E4,5.5734E4,6.0812E4,5.9654E4,5.8823E4,5.6537E4,1.00:1.29:1.14:1.03:0.98:0.71:0.78:0.76:0.75:0.72,7.8027E4,1.005E5,8.8747E4,8.0573E4,7.6746E4,5.5734E4,6.0812E4,5.9654E4,5.8823E4,5.6537E4,7.8027E4,1.005E5,8.8747E4,8.0573E4,7.6746E4,5.5734E4,6.0812E4,5.9654E4,5.8823E4,5.6537E4,1.00:1.29:1.14:1.03:0.98:0.71:0.78:0.76:0.75:0.72,157262,Copper-transporting ATPase 2 OS=Homo sapiens OX=9606 GN=ATP7B PE=1 SV=4
1,1,P02768|ALBU_HUMAN,6.01,91,185,184,Carbamidomethylation; Oxidation (M); Pyro-glu from Q; Iodination; Sulphone; 2 more,6.8367E7,7.1037E7,8.2624E7,7.7051E7,7.5669E7,6.8551E7,8.3221E7,7.9212E7,8.3953E7,8.7703E7,1.3693E7,1.3187E7,1.4538E7,1.4822E7,1.4634E7,1.434E7,1.5005E7,1.4985E7,1.5379E7,1.5465E7,1.00:0.96:1.06:1.08:1.07:1.05:1.10:1.09:1.12:1.13,6.8367E7,7.1037E7,8.2624E7,7.7051E7,7.5669E7,6.8551E7,8.3221E7,7.9212E7,8.3953E7,8.7703E7,1.3693E7,1.3187E7,1.4538E7,1.4822E7,1.4634E7,1.434E7,1.5005E7,1.4985E7,1.5379E7,1.5465E7,1.00:0.96:1.06:1.08:1.07:1.05:1.10:1.09:1.12:1.13,69367,Albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=2
181,321,Q8NDB2|BANK1_HUMAN,5.83,2,1,1,Oxidation (M),1.6662E4,8.0272E3,6.832E3,1.6623E4,9.251E3,1.0502E4,3.6039E3,5.8972E3,1.219E4,7.0009E3,1.6662E4,8.0272E3,6.832E3,1.6623E4,9.251E3,1.0502E4,3.6039E3,5.8972E3,1.219E4,7.0009E3,1.00:0.48:0.41:1.00:0.56:0.63:0.22:0.35:0.73:0.42,1.6662E4,8.0272E3,6.832E3,1.6623E4,9.251E3,1.0502E4,3.6039E3,5.8972E3,1.219E4,7.0009E3,1.6662E4,8.0272E3,6.832E3,1.6623E4,9.251E3,1.0502E4,3.6039E3,5.8972E3,1.219E4,7.0009E3,1.00:0.48:0.41:1.00:0.56:0.63:0.22:0.35:0.73:0.42,89282,B-cell scaffold protein with ankyrin repeats OS=Homo sapiens OX=9606 GN=BANK1 PE=1 SV=3
128,265,Q66K66|TM198_HUMAN,5.81,2,1,1,,7.6513E3,3.44E3,3.7403E3,6.0053E3,6.1501E3,1.5964E3,4.992E3,4.926E3,6.5314E3,5.4119E3,7.6513E3,3.44E3,3.7403E3,6.0053E3,6.1501E3,1.5964E3,4.992E3,4.926E3,6.5314E3,5.4119E3,1.00:0.45:0.49:0.78:0.80:0.21:0.65:0.64:0.85:0.71,7.6513E3,3.44E3,3.7403E3,6.0053E3,6.1501E3,1.5964E3,4.992E3,4.926E3,6.5314E3,5.4119E3,7.6513E3,3.44E3,3.7403E3,6.0053E3,6.1501E3,1.5964E3,4.992E3,4.926E3,6.5314E3,5.4119E3,1.00:0.45:0.49:0.78:0.80:0.21:0.65:0.64:0.85:0.71,39475,Transmembrane protein 198 OS=Homo sapiens OX=9606 GN=TMEM198 PE=1 SV=1
144,188,P56715|RP1_HUMAN,5.72,0,1,1,,1.1764E4,1.0304E4,6.6573E3,1.1718E4,2.8688E4,2.9708E4,1.3672E4,1.5036E4,1.4751E4,1.2544E4,1.1764E4,1.0304E4,6.6573E3,1.1718E4,2.8688E4,2.9708E4,1.3672E4,1.5036E4,1.4751E4,1.2544E4,1.00:0.88:0.57:1.00:2.44:2.53:1.16:1.28:1.25:1.07,1.1764E4,1.0304E4,6.6573E3,1.1718E4,2.8688E4,2.9708E4,1.3672E4,1.5036E4,1.4751E4,1.2544E4,1.1764E4,1.0304E4,6.6573E3,1.1718E4,2.8688E4,2.9708E4,1.3672E4,1.5036E4,1.4751E4,1.2544E4,1.00:0.88:0.57:1.00:2.44:2.53:1.16:1.28:1.25:1.07,240659,Oxygen-regulated protein 1 OS=Homo sapiens OX=9606 GN=RP1 PE=1 SV=1
21,29,P01876|IGHA1_HUMAN,5.71,67,18,8,Carbamidomethylation; Pyro-glu from Q; Iodination; Sulfenic Acid on Cysteine; Sulfonic acid on Cysteine,8.025E5,7.4978E5,7.466E5,7.3452E5,7.5336E5,7.0717E5,8.0179E5,7.4856E5,7.8439E5,7.9919E5,5.3741E5,4.9466E5,4.7355E5,4.8614E5,4.8497E5,4.61E5,5.0251E5,4.7937E5,5.0394E5,5.1116E5,1.00:0.92:0.88:0.90:0.90:0.86:0.94:0.89:0.94:0.95,8.025E5,7.4978E5,7.466E5,7.3452E5,7.5336E5,7.0717E5,8.0179E5,7.4856E5,7.8439E5,7.9919E5,5.3741E5,4.9466E5,4.7355E5,4.8614E5,4.8497E5,4.61E5,5.0251E5,4.7937E5,5.0394E5,5.1116E5,1.00:0.92:0.88:0.90:0.90:0.86:0.94:0.89:0.94:0.95,37655,Immunoglobulin heavy constant alpha 1 OS=Homo sapiens OX=9606 GN=IGHA1 PE=1 SV=2
62,116,P06312|KV401_HUMAN,5.68,28,3,2,,1.5285E5,1.3935E5,1.2932E5,1.4274E5,1.463E5,1.3655E5,1.3382E5,1.2814E5,1.3766E5,1.3558E5,1.5285E5,1.3935E5,1.2932E5,1.4274E5,1.463E5,1.3655E5,1.3382E5,1.2814E5,1.3766E5,1.3558E5,1.00:0.91:0.85:0.93:0.96:0.89:0.88:0.84:0.90:0.89,1.5285E5,1.3935E5,1.2932E5,1.4274E5,1.463E5,1.3655E5,1.3382E5,1.2814E5,1.3766E5,1.3558E5,1.5285E5,1.3935E5,1.2932E5,1.4274E5,1.463E5,1.3655E5,1.3382E5,1.2814E5,1.3766E5,1.3558E5,1.00:0.91:0.85:0.93:0.96:0.89:0.88:0.84:0.90:0.89,13380,Immunoglobulin kappa variable 4-1 OS=Homo sapiens OX=9606 GN=IGKV4-1 PE=1 SV=1
46,39,P04196|HRG_HUMAN,5.63,22,12,12,Carbamidomethylation,5.6266E4,4.9288E4,5.1523E4,5.4409E4,5.6869E4,5.1401E4,3.6852E4,3.24E4,3.7875E4,3.8474E4,2.9324E4,2.5929E4,2.6064E4,2.8707E4,2.6878E4,2.4912E4,2.4298E4,2.3258E4,2.752E4,2.7722E4,1.00:0.88:0.89:0.98:0.92:0.85:0.83:0.79:0.94:0.95,5.6266E4,4.9288E4,5.1523E4,5.4409E4,5.6869E4,5.1401E4,3.6852E4,3.24E4,3.7875E4,3.8474E4,2.9324E4,2.5929E4,2.6064E4,2.8707E4,2.6878E4,2.4912E4,2.4298E4,2.3258E4,2.752E4,2.7722E4,1.00:0.88:0.89:0.98:0.92:0.85:0.83:0.79:0.94:0.95,59578,Histidine-rich glycoprotein OS=Homo sapiens OX=9606 GN=HRG PE=1 SV=1
82,99,P02775|CXCL7_HUMAN,5.57,27,4,4,Carbamidomethylation,3.084E4,3.1644E4,3.3051E4,3.3225E4,3.5501E4,3.3167E4,2.9738E4,3.1249E4,3.8386E4,3.6373E4,2.9221E4,2.9617E4,3.1251E4,3.1607E4,3.3612E4,3.0758E4,2.775E4,2.9722E4,3.6483E4,3.4318E4,1.00:1.01:1.07:1.08:1.15:1.05:0.95:1.02:1.25:1.17,3.084E4,3.1644E4,3.3051E4,3.3225E4,3.5501E4,3.3167E4,2.9738E4,3.1249E4,3.8386E4,3.6373E4,2.9221E4,2.9617E4,3.1251E4,3.1607E4,3.3612E4,3.0758E4,2.775E4,2.9722E4,3.6483E4,3.4318E4,1.00:1.01:1.07:1.08:1.15:1.05:0.95:1.02:1.25:1.17,13894,Platelet basic protein OS=Homo sapiens OX=9606 GN=PPBP PE=1 SV=3
124,248,Q13085|ACACA_HUMAN,5.54,0,1,1,Oxidation (M),2.2384E4,2.7327E4,3.6887E4,2.1482E4,1.8414E4,2.0633E4,1.9865E4,2.0847E4,2.7075E4,2.8031E4,2.2384E4,2.7327E4,3.6887E4,2.1482E4,1.8414E4,2.0633E4,1.9865E4,2.0847E4,2.7075E4,2.8031E4,1.00:1.22:1.65:0.96:0.82:0.92:0.89:0.93:1.21:1.25,2.2384E4,2.7327E4,3.6887E4,2.1482E4,1.8414E4,2.0633E4,1.9865E4,2.0847E4,2.7075E4,2.8031E4,2.2384E4,2.7327E4,3.6887E4,2.1482E4,1.8414E4,2.0633E4,1.9865E4,2.0847E4,2.7075E4,2.8031E4,1.00:1.22:1.65:0.96:0.82:0.92:0.89:0.93:1.21:1.25,265551,Acetyl-CoA carboxylase 1 OS=Homo sapiens OX=9606 GN=ACACA PE=1 SV=2
101,178,A0A0J9YXX1|HV5X1_HUMAN,5.36,16,3,2,,4.3871E4,3.7216E4,3.5482E4,4.2138E4,3.9944E4,4.036E4,3.4191E4,3.4751E4,3.6452E4,3.6076E4,4.3871E4,3.7216E4,3.5482E4,4.2138E4,3.9944E4,4.036E4,3.4191E4,3.4751E4,3.6452E4,3.6076E4,1.00:0.85:0.81:0.96:0.91:0.92:0.78:0.79:0.83:0.82,4.3871E4,3.7216E4,3.5482E4,4.2138E4,3.9944E4,4.036E4,3.4191E4,3.4751E4,3.6452E4,3.6076E4,4.3871E4,3.7216E4,3.5482E4,4.2138E4,3.9944E4,4.036E4,3.4191E4,3.4751E4,3.6452E4,3.6076E4,1.00:0.85:0.81:0.96:0.91:0.92:0.78:0.79:0.83:0.82,12773,Immunoglobulin heavy variable 5-10-1 OS=Homo sapiens OX=9606 GN=IGHV5-10-1 PE=3 SV=1
101,201,A0A0G2JMI3|HV692_HUMAN,5.36,10,2,1,,3.9412E4,3.2842E4,3.1801E4,3.78E4,3.5469E4,3.6136E4,3.0765E4,3.112E4,3.3234E4,3.2905E4,3.9412E4,3.2842E4,3.1801E4,3.78E4,3.5469E4,3.6136E4,3.0765E4,3.112E4,3.3234E4,3.2905E4,1.00:0.83:0.81:0.96:0.90:0.92:0.78:0.79:0.84:0.83,3.9412E4,3.2842E4,3.1801E4,3.78E4,3.5469E4,3.6136E4,3.0765E4,3.112E4,3.3234E4,3.2905E4,3.9412E4,3.2842E4,3.1801E4,3.78E4,3.5469E4,3.6136E4,3.0765E4,3.112E4,3.3234E4,3.2905E4,1.00:0.83:0.81:0.96:0.90:0.92:0.78:0.79:0.84:0.83,12871,Immunoglobulin heavy variable 1-69-2 OS=Homo sapiens OX=9606 GN=IGHV1-69-2 PE=3 SV=2
101,215,A0A0C4DH38|HV551_HUMAN,5.36,10,2,1,,3.9412E4,3.2842E4,3.1801E4,3.78E4,3.5469E4,3.6136E4,3.0765E4,3.112E4,3.3234E4,3.2905E4,3.9412E4,3.2842E4,3.1801E4,3.78E4,3.5469E4,3.6136E4,3.0765E4,3.112E4,3.3234E4,3.2905E4,1.00:0.83:0.81:0.96:0.90:0.92:0.78:0.79:0.84:0.83,3.9412E4,3.2842E4,3.1801E4,3.78E4,3.5469E4,3.6136E4,3.0765E4,3.112E4,3.3234E4,3.2905E4,3.9412E4,3.2842E4,3.1801E4,3.78E4,3.5469E4,3.6136E4,3.0765E4,3.112E4,3.3234E4,3.2905E4,1.00:0.83:0.81:0.96:0.90:0.92:0.78:0.79:0.84:0.83,12675,Immunoglobulin heavy variable 5-51 OS=Homo sapiens OX=9606 GN=IGHV5-51 PE=3 SV=1
122,236,Q8NE71|ABCF1_HUMAN,5.21,1,1,1,,4.3206E3,5.9793E3,6.2264E3,4.9073E3,3.926E3,4.1929E3,5.0467E3,3.264E3,2.4715E3,2.3709E3,4.3206E3,5.9793E3,6.2264E3,4.9073E3,3.926E3,4.1929E3,5.0467E3,3.264E3,2.4715E3,2.3709E3,1.00:1.38:1.44:1.14:0.91:0.97:1.17:0.76:0.57:0.55,4.3206E3,5.9793E3,6.2264E3,4.9073E3,3.926E3,4.1929E3,5.0467E3,3.264E3,2.4715E3,2.3709E3,4.3206E3,5.9793E3,6.2264E3,4.9073E3,3.926E3,4.1929E3,5.0467E3,3.264E3,2.4715E3,2.3709E3,1.00:1.38:1.44:1.14:0.91:0.97:1.17:0.76:0.57:0.55,95926,ATP-binding cassette sub-family F member 1 OS=Homo sapiens OX=9606 GN=ABCF1 PE=1 SV=2
28,19,Q14624|ITIH4_HUMAN,5.11,33,21,21,Carbamidomethylation,1.1909E5,9.7506E4,9.0954E4,1.1121E5,1.0431E5,1.1456E5,9.4365E4,9.7869E4,1.028E5,1.096E5,4.7783E4,4.0478E4,3.988E4,4.7457E4,4.9468E4,4.4096E4,4.5061E4,4.2463E4,4.7671E4,4.8065E4,1.00:0.85:0.83:0.99:1.04:0.92:0.94:0.89:1.00:1.01,1.1909E5,9.7506E4,9.0954E4,1.1121E5,1.0431E5,1.1456E5,9.4365E4,9.7869E4,1.028E5,1.096E5,4.7783E4,4.0478E4,3.988E4,4.7457E4,4.9468E4,4.4096E4,4.5061E4,4.2463E4,4.7671E4,4.8065E4,1.00:0.85:0.83:0.99:1.04:0.92:0.94:0.89:1.00:1.01,103357,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Homo sapiens OX=9606 GN=ITIH4 PE=1 SV=4
161,373,O95714|HERC2_HUMAN,5.01,0,1,1,Carbamidomethylation,1.92E3,2.1146E3,2.6513E3,1.7934E3,2.8388E3,9.3188E2,3.0188E3,2.7691E3,3.7323E3,3.3018E3,1.92E3,2.1146E3,2.6513E3,1.7934E3,2.8388E3,9.3188E2,3.0188E3,2.7691E3,3.7323E3,3.3018E3,1.00:1.10:1.38:0.93:1.48:0.49:1.57:1.44:1.94:1.72,1.92E3,2.1146E3,2.6513E3,1.7934E3,2.8388E3,9.3188E2,3.0188E3,2.7691E3,3.7323E3,3.3018E3,1.92E3,2.1146E3,2.6513E3,1.7934E3,2.8388E3,9.3188E2,3.0188E3,2.7691E3,3.7323E3,3.3018E3,1.00:1.10:1.38:0.93:1.48:0.49:1.57:1.44:1.94:1.72,527234,E3 ubiquitin-protein ligase HERC2 OS=Homo sapiens OX=9606 GN=HERC2 PE=1 SV=2
129,260,Q2KHR3|QSER1_HUMAN,4.99,1,1,1,,3.7186E4,5.0237E4,4.8217E4,5.3036E4,5.1741E4,4.3856E4,4.4697E4,4.798E4,5.23E4,5.5197E4,3.7186E4,5.0237E4,4.8217E4,5.3036E4,5.1741E4,4.3856E4,4.4697E4,4.798E4,5.23E4,5.5197E4,1.00:1.35:1.30:1.43:1.39:1.18:1.20:1.29:1.41:1.48,3.7186E4,5.0237E4,4.8217E4,5.3036E4,5.1741E4,4.3856E4,4.4697E4,4.798E4,5.23E4,5.5197E4,3.7186E4,5.0237E4,4.8217E4,5.3036E4,5.1741E4,4.3856E4,4.4697E4,4.798E4,5.23E4,5.5197E4,1.00:1.35:1.30:1.43:1.39:1.18:1.20:1.29:1.41:1.48,189971,Glutamine and serine-rich protein 1 OS=Homo sapiens OX=9606 GN=QSER1 PE=1 SV=3
76,55,P00751|CFAB_HUMAN,4.92,12,9,9,Carbamidomethylation; Pyro-glu from Q; Iodination,5.987E4,5.3034E4,5.5087E4,5.3577E4,5.6343E4,6.0873E4,6.0017E4,6.2345E4,6.1001E4,6.1013E4,3.807E4,3.319E4,3.5105E4,3.3452E4,3.5234E4,3.6237E4,3.7103E4,3.773E4,3.611E4,3.7341E4,1.00:0.87:0.92:0.88:0.93:0.95:0.97:0.99:0.95:0.98,5.987E4,5.3034E4,5.5087E4,5.3577E4,5.6343E4,6.0873E4,6.0017E4,6.2345E4,6.1001E4,6.1013E4,3.807E4,3.319E4,3.5105E4,3.3452E4,3.5234E4,3.6237E4,3.7103E4,3.773E4,3.611E4,3.7341E4,1.00:0.87:0.92:0.88:0.93:0.95:0.97:0.99:0.95:0.98,85533,Complement factor B OS=Homo sapiens OX=9606 GN=CFB PE=1 SV=2
9,17,P01860|IGHG3_HUMAN,4.82,59,32,5,Carbamidomethylation; Oxidation (M); Iodination; Sulfonic acid on Cysteine; Di-Iodination,1.9743E5,1.7703E5,1.7134E5,1.8615E5,1.7757E5,1.8303E5,1.672E5,1.6839E5,1.8111E5,1.9264E5,1.5672E5,1.4253E5,1.3806E5,1.546E5,1.5087E5,1.5751E5,1.4342E5,1.4697E5,1.5479E5,1.6314E5,1.00:0.91:0.88:0.99:0.96:1.01:0.92:0.94:0.99:1.04,1.9743E5,1.7703E5,1.7134E5,1.8615E5,1.7757E5,1.8303E5,1.672E5,1.6839E5,1.8111E5,1.9264E5,1.5672E5,1.4253E5,1.3806E5,1.546E5,1.5087E5,1.5751E5,1.4342E5,1.4697E5,1.5479E5,1.6314E5,1.00:0.91:0.88:0.99:0.96:1.01:0.92:0.94:0.99:1.04,41287,Immunoglobulin heavy constant gamma 3 OS=Homo sapiens OX=9606 GN=IGHG3 PE=1 SV=2
116,177,P02746|C1QB_HUMAN,4.75,6,2,2,,1.5976E4,1.6952E4,1.5048E4,1.6038E4,1.7393E4,1.472E4,1.7231E4,1.6711E4,1.9102E4,1.8357E4,1.5976E4,1.6952E4,1.5048E4,1.6038E4,1.7393E4,1.472E4,1.7231E4,1.6711E4,1.9102E4,1.8357E4,1.00:1.06:0.94:1.00:1.09:0.92:1.08:1.05:1.20:1.15,1.5976E4,1.6952E4,1.5048E4,1.6038E4,1.7393E4,1.472E4,1.7231E4,1.6711E4,1.9102E4,1.8357E4,1.5976E4,1.6952E4,1.5048E4,1.6038E4,1.7393E4,1.472E4,1.7231E4,1.6711E4,1.9102E4,1.8357E4,1.00:1.06:0.94:1.00:1.09:0.92:1.08:1.05:1.20:1.15,26722,Complement C1q subcomponent subunit B OS=Homo sapiens OX=9606 GN=C1QB PE=1 SV=3
151,320,P56192|SYMC_HUMAN,4.63,1,1,1,,1.1235E4,7.4649E3,6.5528E3,5.6553E3,5.1737E3,5.3382E3,4.5546E3,4.2798E3,4.8131E3,4.6939E3,1.1235E4,7.4649E3,6.5528E3,5.6553E3,5.1737E3,5.3382E3,4.5546E3,4.2798E3,4.8131E3,4.6939E3,1.00:0.66:0.58:0.50:0.46:0.48:0.41:0.38:0.43:0.42,1.1235E4,7.4649E3,6.5528E3,5.6553E3,5.1737E3,5.3382E3,4.5546E3,4.2798E3,4.8131E3,4.6939E3,1.1235E4,7.4649E3,6.5528E3,5.6553E3,5.1737E3,5.3382E3,4.5546E3,4.2798E3,4.8131E3,4.6939E3,1.00:0.66:0.58:0.50:0.46:0.48:0.41:0.38:0.43:0.42,101116,Methionine--tRNA ligase  cytoplasmic OS=Homo sapiens OX=9606 GN=MARS1 PE=1 SV=2
107,142,P0DP07|HV431_HUMAN,4.50,19,2,1,Pyro-glu from Q,4.9341E3,3.6547E3,2.1862E3,5.3673E3,4.4786E3,7.9391E3,3.4431E3,4.2281E3,3.7251E3,3.542E3,4.9341E3,3.6547E3,2.1862E3,5.3673E3,4.4786E3,7.9391E3,3.4431E3,4.2281E3,3.7251E3,3.542E3,1.00:0.74:0.44:1.09:0.91:1.61:0.70:0.86:0.75:0.72,4.9341E3,3.6547E3,2.1862E3,5.3673E3,4.4786E3,7.9391E3,3.4431E3,4.2281E3,3.7251E3,3.542E3,4.9341E3,3.6547E3,2.1862E3,5.3673E3,4.4786E3,7.9391E3,3.4431E3,4.2281E3,3.7251E3,3.542E3,1.00:0.74:0.44:1.09:0.91:1.61:0.70:0.86:0.75:0.72,13095,Immunoglobulin heavy variable 4-31 OS=Homo sapiens OX=9606 GN=IGHV4-31 PE=3 SV=1
107,143,P0DP06|HVD34_HUMAN,4.50,19,2,1,Pyro-glu from Q,4.9341E3,3.6547E3,2.1862E3,5.3673E3,4.4786E3,7.9391E3,3.4431E3,4.2281E3,3.7251E3,3.542E3,4.9341E3,3.6547E3,2.1862E3,5.3673E3,4.4786E3,7.9391E3,3.4431E3,4.2281E3,3.7251E3,3.542E3,1.00:0.74:0.44:1.09:0.91:1.61:0.70:0.86:0.75:0.72,4.9341E3,3.6547E3,2.1862E3,5.3673E3,4.4786E3,7.9391E3,3.4431E3,4.2281E3,3.7251E3,3.542E3,4.9341E3,3.6547E3,2.1862E3,5.3673E3,4.4786E3,7.9391E3,3.4431E3,4.2281E3,3.7251E3,3.542E3,1.00:0.74:0.44:1.09:0.91:1.61:0.70:0.86:0.75:0.72,13156,Immunoglobulin heavy variable 4-30-4 OS=Homo sapiens OX=9606 GN=IGHV4-30-4 PE=3 SV=1
107,157,P01825|HV459_HUMAN,4.50,19,2,1,Pyro-glu from Q,4.9341E3,3.6547E3,2.1862E3,5.3673E3,4.4786E3,7.9391E3,3.4431E3,4.2281E3,3.7251E3,3.542E3,4.9341E3,3.6547E3,2.1862E3,5.3673E3,4.4786E3,7.9391E3,3.4431E3,4.2281E3,3.7251E3,3.542E3,1.00:0.74:0.44:1.09:0.91:1.61:0.70:0.86:0.75:0.72,4.9341E3,3.6547E3,2.1862E3,5.3673E3,4.4786E3,7.9391E3,3.4431E3,4.2281E3,3.7251E3,3.542E3,4.9341E3,3.6547E3,2.1862E3,5.3673E3,4.4786E3,7.9391E3,3.4431E3,4.2281E3,3.7251E3,3.542E3,1.00:0.74:0.44:1.09:0.91:1.61:0.70:0.86:0.75:0.72,12936,Immunoglobulin heavy variable 4-59 OS=Homo sapiens OX=9606 GN=IGHV4-59 PE=1 SV=2
107,158,P0DP08|HVD82_HUMAN,4.50,19,2,1,Pyro-glu from Q,4.9341E3,3.6547E3,2.1862E3,5.3673E3,4.4786E3,7.9391E3,3.4431E3,4.2281E3,3.7251E3,3.542E3,4.9341E3,3.6547E3,2.1862E3,5.3673E3,4.4786E3,7.9391E3,3.4431E3,4.2281E3,3.7251E3,3.542E3,1.00:0.74:0.44:1.09:0.91:1.61:0.70:0.86:0.75:0.72,4.9341E3,3.6547E3,2.1862E3,5.3673E3,4.4786E3,7.9391E3,3.4431E3,4.2281E3,3.7251E3,3.542E3,4.9341E3,3.6547E3,2.1862E3,5.3673E3,4.4786E3,7.9391E3,3.4431E3,4.2281E3,3.7251E3,3.542E3,1.00:0.74:0.44:1.09:0.91:1.61:0.70:0.86:0.75:0.72,13016,Immunoglobulin heavy variable 4-38-2 OS=Homo sapiens OX=9606 GN=IGHV4-38-2 PE=3 SV=1
107,159,A0A0C4DH41|HV461_HUMAN,4.50,19,2,1,Pyro-glu from Q,4.9341E3,3.6547E3,2.1862E3,5.3673E3,4.4786E3,7.9391E3,3.4431E3,4.2281E3,3.7251E3,3.542E3,4.9341E3,3.6547E3,2.1862E3,5.3673E3,4.4786E3,7.9391E3,3.4431E3,4.2281E3,3.7251E3,3.542E3,1.00:0.74:0.44:1.09:0.91:1.61:0.70:0.86:0.75:0.72,4.9341E3,3.6547E3,2.1862E3,5.3673E3,4.4786E3,7.9391E3,3.4431E3,4.2281E3,3.7251E3,3.542E3,4.9341E3,3.6547E3,2.1862E3,5.3673E3,4.4786E3,7.9391E3,3.4431E3,4.2281E3,3.7251E3,3.542E3,1.00:0.74:0.44:1.09:0.91:1.61:0.70:0.86:0.75:0.72,13066,Immunoglobulin heavy variable 4-61 OS=Homo sapiens OX=9606 GN=IGHV4-61 PE=3 SV=1
87,82,P01591|IGJ_HUMAN,4.46,23,4,4,Carbamidomethylation; Iodination,2.6728E4,2.5349E4,2.3865E4,2.4058E4,2.4622E4,2.0976E4,2.0152E4,1.9527E4,2.1231E4,2.1005E4,1.9552E4,1.8692E4,1.7668E4,1.8092E4,1.9701E4,1.9948E4,1.8083E4,1.7563E4,1.8888E4,1.847E4,1.00:0.96:0.90:0.93:1.01:1.02:0.92:0.90:0.97:0.94,2.6728E4,2.5349E4,2.3865E4,2.4058E4,2.4622E4,2.0976E4,2.0152E4,1.9527E4,2.1231E4,2.1005E4,1.9552E4,1.8692E4,1.7668E4,1.8092E4,1.9701E4,1.9948E4,1.8083E4,1.7563E4,1.8888E4,1.847E4,1.00:0.96:0.90:0.93:1.01:1.02:0.92:0.90:0.97:0.94,18099,Immunoglobulin J chain OS=Homo sapiens OX=9606 GN=JCHAIN PE=1 SV=4
45,34,P01042|KNG1_HUMAN,4.20,27,15,15,Carbamidomethylation; Pyro-glu from Q; Iodination; Di-Iodination,1.3175E5,1.0679E5,1.1263E5,1.1334E5,8.9705E4,9.1842E4,8.7976E4,8.504E4,1.0029E5,1.014E5,6.1432E4,5.2136E4,5.1585E4,4.7933E4,5.2029E4,5.3375E4,5.2962E4,5.2729E4,5.748E4,5.7678E4,1.00:0.85:0.84:0.78:0.85:0.87:0.86:0.86:0.94:0.94,1.3175E5,1.0679E5,1.1263E5,1.1334E5,8.9705E4,9.1842E4,8.7976E4,8.504E4,1.0029E5,1.014E5,6.1432E4,5.2136E4,5.1585E4,4.7933E4,5.2029E4,5.3375E4,5.2962E4,5.2729E4,5.748E4,5.7678E4,1.00:0.85:0.84:0.78:0.85:0.87:0.86:0.86:0.94:0.94,71957,Kininogen-1 OS=Homo sapiens OX=9606 GN=KNG1 PE=1 SV=2
